id,organismo,linea_servicio,dia,fecha,afluencia_tarjeta,afluencia_boleto,afluencia_total_preliminar
8818,STC,L9,Lunes,2020-06-08,,,"109,700"
8819,STC,LA,Lunes,2020-06-08,,,"86,261"
8820,STC,LB,Lunes,2020-06-08,,,"157,345"
8821,STC,L12,Lunes,2020-06-08,,,"131,391"
8822,STC,L1,Martes,2020-06-09,,,"238,053"
8823,STC,L2,Martes,2020-06-09,,,"230,638"
8824,STC,L3,Martes,2020-06-09,,,"210,342"
8825,STC,L4,Martes,2020-06-09,,,"20,503"
8826,STC,L5,Martes,2020-06-09,,,"72,630"
8827,STC,L6,Martes,2020-06-09,,,"45,656"
8828,STC,L7,Martes,2020-06-09,,,"93,485"
8829,STC,L8,Martes,2020-06-09,,,"128,046"
8830,STC,L9,Martes,2020-06-09,,,"105,738"
8831,STC,LA,Martes,2020-06-09,,,"84,364"
8832,STC,LB,Martes,2020-06-09,,,"143,505"
8833,STC,L12,Martes,2020-06-09,,,"131,870"
8834,STC,L1,Miércoles,2020-06-10,,,"238,140"
8835,STC,L2,Miércoles,2020-06-10,,,"227,484"
8836,STC,L3,Miércoles,2020-06-10,,,"206,903"
8837,STC,L4,Miércoles,2020-06-10,,,"21,339"
8838,STC,L5,Miércoles,2020-06-10,,,"75,978"
8839,STC,L6,Miércoles,2020-06-10,,,"47,249"
8840,STC,L7,Miércoles,2020-06-10,,,"88,107"
8841,STC,L8,Miércoles,2020-06-10,,,"131,703"
8842,STC,L9,Miércoles,2020-06-10,,,"114,576"
8843,STC,LA,Miércoles,2020-06-10,,,"83,152"
8844,STC,LB,Miércoles,2020-06-10,,,"150,431"
8845,STC,L12,Miércoles,2020-06-10,,,"129,243"
8846,STC,L1,Jueves,2020-06-11,,,"233,780"
8847,STC,L2,Jueves,2020-06-11,,,"229,057"
8848,STC,L3,Jueves,2020-06-11,,,"216,774"
8849,STC,L4,Jueves,2020-06-11,,,"20,997"
8850,STC,L5,Jueves,2020-06-11,,,"79,346"
8851,STC,L6,Jueves,2020-06-11,,,"46,883"
8852,STC,L7,Jueves,2020-06-11,,,"89,373"
8853,STC,L8,Jueves,2020-06-11,,,"126,428"
8854,STC,L9,Jueves,2020-06-11,,,"107,381"
8855,STC,LA,Jueves,2020-06-11,,,"90,707"
8856,STC,LB,Jueves,2020-06-11,,,"147,485"
8857,STC,L12,Jueves,2020-06-11,,,"130,805"
8858,STC,L1,Viernes,2020-06-12,,,"254,598"
8859,STC,L2,Viernes,2020-06-12,,,"260,185"
8860,STC,L3,Viernes,2020-06-12,,,"233,180"
8861,STC,L4,Viernes,2020-06-12,,,"21,830"
8862,STC,L5,Viernes,2020-06-12,,,"70,177"
8863,STC,L6,Viernes,2020-06-12,,,"51,104"
8864,STC,L7,Viernes,2020-06-12,,,"95,243"
8865,STC,L8,Viernes,2020-06-12,,,"137,696"
8866,STC,L9,Viernes,2020-06-12,,,"116,406"
8867,STC,LA,Viernes,2020-06-12,,,"91,438"
8868,STC,LB,Viernes,2020-06-12,,,"168,597"
8869,STC,L12,Viernes,2020-06-12,,,"130,871"
8870,STC,L1,Sábado,2020-06-13,,,"208,966"
8871,STC,L2,Sábado,2020-06-13,,,"212,839"
8872,STC,L3,Sábado,2020-06-13,,,"187,562"
8873,STC,L4,Sábado,2020-06-13,,,"19,302"
8874,STC,L5,Sábado,2020-06-13,,,"68,384"
8875,STC,L6,Sábado,2020-06-13,,,"38,035"
8876,STC,L7,Sábado,2020-06-13,,,"67,935"
8877,STC,L8,Sábado,2020-06-13,,,"108,528"
8878,STC,L9,Sábado,2020-06-13,,,"94,535"
8879,STC,LA,Sábado,2020-06-13,,,"70,436"
8880,STC,LB,Sábado,2020-06-13,,,"144,017"
8881,STC,L12,Sábado,2020-06-13,,,"99,887"
8882,STC,L1,Domingo,2020-06-14,,,"128,547"
8883,STC,L2,Domingo,2020-06-14,,,"108,903"
8884,STC,L3,Domingo,2020-06-14,,,"110,992"
8885,STC,L4,Domingo,2020-06-14,,,"12,463"
8886,STC,L5,Domingo,2020-06-14,,,"48,621"
8887,STC,L6,Domingo,2020-06-14,,,"21,368"
8888,STC,L7,Domingo,2020-06-14,,,"39,972"
8889,STC,L8,Domingo,2020-06-14,,,"61,690"
8890,STC,L9,Domingo,2020-06-14,,,"54,303"
8891,STC,LA,Domingo,2020-06-14,,,"47,257"
8892,STC,LB,Domingo,2020-06-14,,,"95,643"
8893,STC,L12,Domingo,2020-06-14,,,"60,453"
8894,STC,L1,Lunes,2020-06-15,,,"287,132"
8895,STC,L2,Lunes,2020-06-15,,,"236,638"
8896,STC,L3,Lunes,2020-06-15,,,"230,488"
8897,STC,L4,Lunes,2020-06-15,,,"27,347"
8898,STC,L5,Lunes,2020-06-15,,,"82,333"
8899,STC,L6,Lunes,2020-06-15,,,"44,548"
8900,STC,L7,Lunes,2020-06-15,,,"96,431"
8901,STC,L8,Lunes,2020-06-15,,,"128,782"
8902,STC,L9,Lunes,2020-06-15,,,"117,068"
8903,STC,LA,Lunes,2020-06-15,,,"95,254"
8904,STC,LB,Lunes,2020-06-15,,,"163,543"
8905,STC,L12,Lunes,2020-06-15,,,"136,609"
8906,STC,L1,Martes,2020-06-16,,,"272,216"
8907,STC,L2,Martes,2020-06-16,,,"258,364"
8908,STC,L3,Martes,2020-06-16,,,"236,814"
8909,STC,L4,Martes,2020-06-16,,,"28,693"
8910,STC,L5,Martes,2020-06-16,,,"86,044"
8911,STC,L6,Martes,2020-06-16,,,"52,299"
8912,STC,L7,Martes,2020-06-16,,,"95,226"
8913,STC,L8,Martes,2020-06-16,,,"135,995"
8914,STC,L9,Martes,2020-06-16,,,"115,517"
8915,STC,LA,Martes,2020-06-16,,,"96,246"
8916,STC,LB,Martes,2020-06-16,,,"154,123"
8917,STC,L12,Martes,2020-06-16,,,"134,948"
8918,STC,L1,Miércoles,2020-06-17,,,"270,804"
8919,STC,L2,Miércoles,2020-06-17,,,"255,422"
8920,STC,L3,Miércoles,2020-06-17,,,"226,488"
8921,STC,L4,Miércoles,2020-06-17,,,"28,416"
8922,STC,L5,Miércoles,2020-06-17,,,"83,351"
8923,STC,L6,Miércoles,2020-06-17,,,"51,969"
8924,STC,L7,Miércoles,2020-06-17,,,"92,199"
8925,STC,L8,Miércoles,2020-06-17,,,"140,760"
8926,STC,L9,Miércoles,2020-06-17,,,"116,318"
8927,STC,LA,Miércoles,2020-06-17,,,"96,842"
8928,STC,LB,Miércoles,2020-06-17,,,"160,101"
8929,STC,L12,Miércoles,2020-06-17,,,"135,764"
8930,STC,L1,Jueves,2020-06-18,,,"265,359"
8931,STC,L2,Jueves,2020-06-18,,,"252,305"
8932,STC,L3,Jueves,2020-06-18,,,"238,236"
8933,STC,L4,Jueves,2020-06-18,,,"24,329"
8934,STC,L5,Jueves,2020-06-18,,,"88,555"
8935,STC,L6,Jueves,2020-06-18,,,"56,642"
8936,STC,L7,Jueves,2020-06-18,,,"103,867"
8937,STC,L8,Jueves,2020-06-18,,,"147,306"
8938,STC,L9,Jueves,2020-06-18,,,"117,879"
8939,STC,LA,Jueves,2020-06-18,,,"93,991"
8940,STC,LB,Jueves,2020-06-18,,,"165,692"
8941,STC,L12,Jueves,2020-06-18,,,"134,307"
8942,STC,L1,Viernes,2020-06-19,,,"270,969"
8943,STC,L2,Viernes,2020-06-19,,,"264,622"
8944,STC,L3,Viernes,2020-06-19,,,"238,574"
8945,STC,L4,Viernes,2020-06-19,,,"25,959"
8946,STC,L5,Viernes,2020-06-19,,,"91,692"
8947,STC,L6,Viernes,2020-06-19,,,"49,584"
8948,STC,L7,Viernes,2020-06-19,,,"106,776"
8949,STC,L8,Viernes,2020-06-19,,,"149,041"
8950,STC,L9,Viernes,2020-06-19,,,"120,042"
8951,STC,LA,Viernes,2020-06-19,,,"98,296"
8952,STC,LB,Viernes,2020-06-19,,,"170,450"
8953,STC,L12,Viernes,2020-06-19,,,"142,275"
8954,STC,L1,Sábado,2020-06-20,,,"229,933"
8955,STC,L2,Sábado,2020-06-20,,,"222,004"
8956,STC,L3,Sábado,2020-06-20,,,"198,773"
8957,STC,L4,Sábado,2020-06-20,,,"22,264"
8958,STC,L5,Sábado,2020-06-20,,,"79,977"
8959,STC,L6,Sábado,2020-06-20,,,"42,687"
8960,STC,L7,Sábado,2020-06-20,,,"72,312"
8961,STC,L8,Sábado,2020-06-20,,,"126,015"
8962,STC,L9,Sábado,2020-06-20,,,"101,491"
8963,STC,LA,Sábado,2020-06-20,,,"89,317"
8964,STC,LB,Sábado,2020-06-20,,,"155,651"
8965,STC,L12,Sábado,2020-06-20,,,"106,038"
8966,STC,L1,Domingo,2020-06-21,,,"144,671"
8967,STC,L2,Domingo,2020-06-21,,,"112,922"
8968,STC,L3,Domingo,2020-06-21,,,"117,210"
8969,STC,L4,Domingo,2020-06-21,,,"13,543"
8970,STC,L5,Domingo,2020-06-21,,,"49,271"
8971,STC,L6,Domingo,2020-06-21,,,"18,735"
8972,STC,L7,Domingo,2020-06-21,,,"43,553"
8973,STC,L8,Domingo,2020-06-21,,,"64,569"
8974,STC,L9,Domingo,2020-06-21,,,"55,194"
8975,STC,LA,Domingo,2020-06-21,,,"46,674"
8976,STC,LB,Domingo,2020-06-21,,,"89,295"
8977,STC,L12,Domingo,2020-06-21,,,"100,297"
8978,STC,L1,Lunes,2020-06-22,,,"266,988"
8979,STC,L2,Lunes,2020-06-22,,,"226,035"
8980,STC,L3,Lunes,2020-06-22,,,"208,910"
8981,STC,L4,Lunes,2020-06-22,,,"23,653"
8982,STC,L5,Lunes,2020-06-22,,,"79,957"
8983,STC,L6,Lunes,2020-06-22,,,"47,105"
8984,STC,L7,Lunes,2020-06-22,,,"93,603"
8985,STC,L8,Lunes,2020-06-22,,,"137,842"
8986,STC,L9,Lunes,2020-06-22,,,"108,474"
8987,STC,LA,Lunes,2020-06-22,,,"100,641"
8988,STC,LB,Lunes,2020-06-22,,,"155,577"
8989,STC,L12,Lunes,2020-06-22,,,"140,804"
8990,STC,L1,Martes,2020-06-23,,,"250,189"
8991,STC,L2,Martes,2020-06-23,,,"244,473"
8992,STC,L3,Martes,2020-06-23,,,"220,381"
8993,STC,L4,Martes,2020-06-23,,,"25,595"
8994,STC,L5,Martes,2020-06-23,,,"86,196"
8995,STC,L6,Martes,2020-06-23,,,"52,304"
8996,STC,L7,Martes,2020-06-23,,,"96,932"
8997,STC,L8,Martes,2020-06-23,,,"140,649"
8998,STC,L9,Martes,2020-06-23,,,"121,212"
8999,STC,LA,Martes,2020-06-23,,,"106,348"
9000,STC,LB,Martes,2020-06-23,,,"146,073"
9001,STC,L12,Martes,2020-06-23,,,"146,977"
9002,STC,L1,Miércoles,2020-06-24,,,"263,391"
9003,STC,L2,Miércoles,2020-06-24,,,"246,847"
9004,STC,L3,Miércoles,2020-06-24,,,"232,490"
9005,STC,L4,Miércoles,2020-06-24,,,"24,643"
9006,STC,L5,Miércoles,2020-06-24,,,"86,715"
9007,STC,L6,Miércoles,2020-06-24,,,"52,193"
9008,STC,L7,Miércoles,2020-06-24,,,"101,441"
9009,STC,L8,Miércoles,2020-06-24,,,"148,980"
9010,STC,L9,Miércoles,2020-06-24,,,"124,683"
9011,STC,LA,Miércoles,2020-06-24,,,"109,331"
9012,STC,LB,Miércoles,2020-06-24,,,"165,211"
9013,STC,L12,Miércoles,2020-06-24,,,"148,673"
9014,STC,L1,Jueves,2020-06-25,,,"270,665"
9015,STC,L2,Jueves,2020-06-25,,,"249,714"
9016,STC,L3,Jueves,2020-06-25,,,"232,494"
9017,STC,L4,Jueves,2020-06-25,,,"26,382"
9018,STC,L5,Jueves,2020-06-25,,,"91,382"
9019,STC,L6,Jueves,2020-06-25,,,"53,275"
9020,STC,L7,Jueves,2020-06-25,,,"105,802"
9021,STC,L8,Jueves,2020-06-25,,,"149,126"
9022,STC,L9,Jueves,2020-06-25,,,"121,173"
9023,STC,LA,Jueves,2020-06-25,,,"100,913"
9024,STC,LB,Jueves,2020-06-25,,,"157,669"
9025,STC,L12,Jueves,2020-06-25,,,"147,143"
9026,STC,L1,Viernes,2020-06-26,,,"276,106"
9027,STC,L2,Viernes,2020-06-26,,,"265,667"
9028,STC,L3,Viernes,2020-06-26,,,"243,772"
9029,STC,L4,Viernes,2020-06-26,,,"31,931"
9030,STC,L5,Viernes,2020-06-26,,,"86,737"
9031,STC,L6,Viernes,2020-06-26,,,"55,425"
9032,STC,L7,Viernes,2020-06-26,,,"104,436"
9033,STC,L8,Viernes,2020-06-26,,,"151,432"
9034,STC,L9,Viernes,2020-06-26,,,"119,780"
9035,STC,LA,Viernes,2020-06-26,,,"105,258"
9036,STC,LB,Viernes,2020-06-26,,,"173,552"
9037,STC,L12,Viernes,2020-06-26,,,"156,548"
9038,STC,L1,Sábado,2020-06-27,,,"241,056"
9039,STC,L2,Sábado,2020-06-27,,,"235,317"
9040,STC,L3,Sábado,2020-06-27,,,"199,685"
9041,STC,L4,Sábado,2020-06-27,,,"25,147"
9042,STC,L5,Sábado,2020-06-27,,,"95,046"
9043,STC,L6,Sábado,2020-06-27,,,"41,313"
9044,STC,L7,Sábado,2020-06-27,,,"78,054"
9045,STC,L8,Sábado,2020-06-27,,,"125,153"
9046,STC,L9,Sábado,2020-06-27,,,"109,158"
9047,STC,LA,Sábado,2020-06-27,,,"94,383"
9048,STC,LB,Sábado,2020-06-27,,,"155,740"
9049,STC,L12,Sábado,2020-06-27,,,"108,516"
9050,STC,L1,Domingo,2020-06-28,,,"168,200"
9051,STC,L2,Domingo,2020-06-28,,,"132,030"
9052,STC,L3,Domingo,2020-06-28,,,"129,903"
9053,STC,L4,Domingo,2020-06-28,,,"16,059"
9054,STC,L5,Domingo,2020-06-28,,,"53,629"
9055,STC,L6,Domingo,2020-06-28,,,"20,309"
9056,STC,L7,Domingo,2020-06-28,,,"44,893"
9057,STC,L8,Domingo,2020-06-28,,,"77,494"
9058,STC,L9,Domingo,2020-06-28,,,"63,034"
9059,STC,LA,Domingo,2020-06-28,,,"50,235"
9060,STC,LB,Domingo,2020-06-28,,,"99,674"
9061,STC,L12,Domingo,2020-06-28,,,"69,910"
9062,STC,L1,Lunes,2020-06-29,,,"286,551"
9063,STC,L2,Lunes,2020-06-29,,,"271,528"
9064,STC,L3,Lunes,2020-06-29,,,"241,840"
9065,STC,L4,Lunes,2020-06-29,,,"26,983"
9066,STC,L5,Lunes,2020-06-29,,,"87,990"
9067,STC,L6,Lunes,2020-06-29,,,"51,954"
9068,STC,L7,Lunes,2020-06-29,,,"102,668"
9069,STC,L8,Lunes,2020-06-29,,,"150,211"
9070,STC,L9,Lunes,2020-06-29,,,"115,433"
9071,STC,LA,Lunes,2020-06-29,,,"94,849"
9072,STC,LB,Lunes,2020-06-29,,,"171,011"
9073,STC,L12,Lunes,2020-06-29,,,"145,346"
9074,STC,L1,Martes,2020-06-30,,,"294,048"
9075,STC,L2,Martes,2020-06-30,,,"289,423"
9076,STC,L3,Martes,2020-06-30,,,"251,096"
9077,STC,L4,Martes,2020-06-30,,,"27,712"
9078,STC,L5,Martes,2020-06-30,,,"90,026"
9079,STC,L6,Martes,2020-06-30,,,"55,936"
9080,STC,L7,Martes,2020-06-30,,,"113,632"
9081,STC,L8,Martes,2020-06-30,,,"161,351"
9082,STC,L9,Martes,2020-06-30,,,"125,378"
9083,STC,LA,Martes,2020-06-30,,,"103,299"
9084,STC,LB,Martes,2020-06-30,,,"175,585"
9085,STC,L12,Martes,2020-06-30,,,"151,598"
9086,STC,L1,Miércoles,2020-07-01,,,"314,063"
9087,STC,L2,Miércoles,2020-07-01,,,"310,677"
9088,STC,L3,Miércoles,2020-07-01,,,"261,858"
9089,STC,L4,Miércoles,2020-07-01,,,"31,340"
9090,STC,L5,Miércoles,2020-07-01,,,"107,402"
9091,STC,L6,Miércoles,2020-07-01,,,"57,003"
9092,STC,L7,Miércoles,2020-07-01,,,"113,593"
9093,STC,L8,Miércoles,2020-07-01,,,"167,717"
9094,STC,L9,Miércoles,2020-07-01,,,"156,309"
9095,STC,LA,Miércoles,2020-07-01,,,"142,513"
9096,STC,LB,Miércoles,2020-07-01,,,"195,361"
9097,STC,L12,Miércoles,2020-07-01,,,"153,989"
9098,STC,L1,Jueves,2020-07-02,,,"319,093"
9099,STC,L2,Jueves,2020-07-02,,,"301,716"
9100,STC,L3,Jueves,2020-07-02,,,"265,731"
9101,STC,L4,Jueves,2020-07-02,,,"31,815"
9102,STC,L5,Jueves,2020-07-02,,,"107,435"
9103,STC,L6,Jueves,2020-07-02,,,"59,299"
9104,STC,L7,Jueves,2020-07-02,,,"116,466"
9105,STC,L8,Jueves,2020-07-02,,,"167,380"
9106,STC,L9,Jueves,2020-07-02,,,"149,667"
9107,STC,LA,Jueves,2020-07-02,,,"175,420"
9108,STC,LB,Jueves,2020-07-02,,,"196,789"
9109,STC,L12,Jueves,2020-07-02,,,"170,770"
9110,STC,L1,Viernes,2020-07-03,,,"329,255"
9111,STC,L2,Viernes,2020-07-03,,,"310,302"
9112,STC,L3,Viernes,2020-07-03,,,"269,182"
9113,STC,L4,Viernes,2020-07-03,,,"30,534"
9114,STC,L5,Viernes,2020-07-03,,,"110,046"
9115,STC,L6,Viernes,2020-07-03,,,"56,598"
9116,STC,L7,Viernes,2020-07-03,,,"118,355"
9117,STC,L8,Viernes,2020-07-03,,,"187,260"
9118,STC,L9,Viernes,2020-07-03,,,"177,770"
9119,STC,LA,Viernes,2020-07-03,,,"186,160"
9120,STC,LB,Viernes,2020-07-03,,,"212,115"
9121,STC,L12,Viernes,2020-07-03,,,"182,192"
9122,STC,L1,Sábado,2020-07-04,,,"267,999"
9123,STC,L2,Sábado,2020-07-04,,,"267,956"
9124,STC,L3,Sábado,2020-07-04,,,"226,993"
9125,STC,L4,Sábado,2020-07-04,,,"31,213"
9126,STC,L5,Sábado,2020-07-04,,,"101,302"
9127,STC,L6,Sábado,2020-07-04,,,"45,583"
9128,STC,L7,Sábado,2020-07-04,,,"89,834"
9129,STC,L8,Sábado,2020-07-04,,,"154,594"
9130,STC,L9,Sábado,2020-07-04,,,"129,139"
9131,STC,LA,Sábado,2020-07-04,,,"148,871"
9132,STC,LB,Sábado,2020-07-04,,,"178,963"
9133,STC,L12,Sábado,2020-07-04,,,"115,275"
9134,STC,L1,Domingo,2020-07-05,,,"165,754"
9135,STC,L2,Domingo,2020-07-05,,,"131,181"
9136,STC,L3,Domingo,2020-07-05,,,"133,891"
9137,STC,L4,Domingo,2020-07-05,,,"18,208"
9138,STC,L5,Domingo,2020-07-05,,,"62,650"
9139,STC,L6,Domingo,2020-07-05,,,"23,882"
9140,STC,L7,Domingo,2020-07-05,,,"48,198"
9141,STC,L8,Domingo,2020-07-05,,,"91,216"
9142,STC,L9,Domingo,2020-07-05,,,"73,668"
9143,STC,LA,Domingo,2020-07-05,,,"91,937"
9144,STC,LB,Domingo,2020-07-05,,,"108,520"
9145,STC,L12,Domingo,2020-07-05,,,"95,670"
9146,STC,L1,Lunes,2020-07-06,,,"320,778"
9147,STC,L2,Lunes,2020-07-06,,,"269,117"
9148,STC,L3,Lunes,2020-07-06,,,"249,720"
9149,STC,L4,Lunes,2020-07-06,,,"32,168"
9150,STC,L5,Lunes,2020-07-06,,,"107,930"
9151,STC,L6,Lunes,2020-07-06,,,"53,473"
9152,STC,L7,Lunes,2020-07-06,,,"113,917"
9153,STC,L8,Lunes,2020-07-06,,,"146,085"
9154,STC,L9,Lunes,2020-07-06,,,"142,090"
9155,STC,LA,Lunes,2020-07-06,,,"163,330"
9156,STC,LB,Lunes,2020-07-06,,,"202,665"
9157,STC,L12,Lunes,2020-07-06,,,"160,192"
9158,STC,L1,Martes,2020-07-07,,,"317,380"
9159,STC,L2,Martes,2020-07-07,,,"281,410"
9160,STC,L3,Martes,2020-07-07,,,"261,260"
9161,STC,L4,Martes,2020-07-07,,,"32,454"
9162,STC,L5,Martes,2020-07-07,,,"112,859"
9163,STC,L6,Martes,2020-07-07,,,"58,722"
9164,STC,L7,Martes,2020-07-07,,,"113,978"
9165,STC,L8,Martes,2020-07-07,,,"158,768"
9166,STC,L9,Martes,2020-07-07,,,"158,498"
9167,STC,LA,Martes,2020-07-07,,,"166,357"
9168,STC,LB,Martes,2020-07-07,,,"186,679"
9169,STC,L12,Martes,2020-07-07,,,"162,146"
9170,STC,L1,Miércoles,2020-07-08,,,"323,319"
9171,STC,L2,Miércoles,2020-07-08,,,"284,475"
9172,STC,L3,Miércoles,2020-07-08,,,"269,726"
9173,STC,L4,Miércoles,2020-07-08,,,"34,981"
9174,STC,L5,Miércoles,2020-07-08,,,"112,087"
9175,STC,L6,Miércoles,2020-07-08,,,"58,084"
9176,STC,L7,Miércoles,2020-07-08,,,"120,202"
9177,STC,L8,Miércoles,2020-07-08,,,"171,537"
9178,STC,L9,Miércoles,2020-07-08,,,"162,719"
9179,STC,LA,Miércoles,2020-07-08,,,"168,697"
9180,STC,LB,Miércoles,2020-07-08,,,"190,734"
9181,STC,L12,Miércoles,2020-07-08,,,"163,622"
9182,STC,L1,Jueves,2020-07-09,,,"321,391"
9183,STC,L2,Jueves,2020-07-09,,,"280,168"
9184,STC,L3,Jueves,2020-07-09,,,"264,561"
9185,STC,L4,Jueves,2020-07-09,,,"33,628"
9186,STC,L5,Jueves,2020-07-09,,,"111,732"
9187,STC,L6,Jueves,2020-07-09,,,"60,095"
9188,STC,L7,Jueves,2020-07-09,,,"121,802"
9189,STC,L8,Jueves,2020-07-09,,,"181,695"
9190,STC,L9,Jueves,2020-07-09,,,"169,556"
9191,STC,LA,Jueves,2020-07-09,,,"165,967"
9192,STC,LB,Jueves,2020-07-09,,,"201,288"
9193,STC,L12,Jueves,2020-07-09,,,"176,637"
9194,STC,L1,Viernes,2020-07-10,,,"327,864"
9195,STC,L2,Viernes,2020-07-10,,,"284,480"
9196,STC,L3,Viernes,2020-07-10,,,"285,841"
9197,STC,L4,Viernes,2020-07-10,,,"34,351"
9198,STC,L5,Viernes,2020-07-10,,,"118,225"
9199,STC,L6,Viernes,2020-07-10,,,"58,691"
9200,STC,L7,Viernes,2020-07-10,,,"123,330"
9201,STC,L8,Viernes,2020-07-10,,,"196,593"
9202,STC,L9,Viernes,2020-07-10,,,"180,552"
9203,STC,LA,Viernes,2020-07-10,,,"182,878"
9204,STC,LB,Viernes,2020-07-10,,,"217,181"
9205,STC,L12,Viernes,2020-07-10,,,"186,212"
9206,STC,L1,Sábado,2020-07-11,,,"279,522"
9207,STC,L2,Sábado,2020-07-11,,,"261,577"
9208,STC,L3,Sábado,2020-07-11,,,"232,878"
9209,STC,L4,Sábado,2020-07-11,,,"31,815"
9210,STC,L5,Sábado,2020-07-11,,,"109,409"
9211,STC,L6,Sábado,2020-07-11,,,"45,551"
9212,STC,L7,Sábado,2020-07-11,,,"93,257"
9213,STC,L8,Sábado,2020-07-11,,,"171,680"
9214,STC,L9,Sábado,2020-07-11,,,"163,250"
9215,STC,LA,Sábado,2020-07-11,,,"164,756"
9216,STC,LB,Sábado,2020-07-11,,,"184,106"
9217,STC,L12,Sábado,2020-07-11,,,"153,335"
9218,STC,L1,Domingo,2020-07-12,,,"169,302"
9219,STC,L2,Domingo,2020-07-12,,,"140,866"
9220,STC,L3,Domingo,2020-07-12,,,"136,376"
9221,STC,L4,Domingo,2020-07-12,,,"19,079"
9222,STC,L5,Domingo,2020-07-12,,,"69,379"
9223,STC,L6,Domingo,2020-07-12,,,"23,963"
9224,STC,L7,Domingo,2020-07-12,,,"50,293"
9225,STC,L8,Domingo,2020-07-12,,,"91,703"
9226,STC,L9,Domingo,2020-07-12,,,"75,845"
9227,STC,LA,Domingo,2020-07-12,,,"123,828"
9228,STC,LB,Domingo,2020-07-12,,,"118,411"
9229,STC,L12,Domingo,2020-07-12,,,"106,489"
9230,STC,L1,Lunes,2020-07-13,,,"330,460"
9231,STC,L2,Lunes,2020-07-13,,,"276,198"
9232,STC,L3,Lunes,2020-07-13,,,"268,110"
9233,STC,L4,Lunes,2020-07-13,,,"33,306"
9234,STC,L5,Lunes,2020-07-13,,,"109,290"
9235,STC,L6,Lunes,2020-07-13,,,"58,471"
9236,STC,L7,Lunes,2020-07-13,,,"121,015"
9237,STC,L8,Lunes,2020-07-13,,,"161,541"
9238,STC,L9,Lunes,2020-07-13,,,"132,802"
9239,STC,LA,Lunes,2020-07-13,,,"174,944"
9240,STC,LB,Lunes,2020-07-13,,,"211,100"
9241,STC,L12,Lunes,2020-07-13,,,"151,805"
9242,STC,L1,Martes,2020-07-14,,,"334,561"
9243,STC,L2,Martes,2020-07-14,,,"285,745"
9244,STC,L3,Martes,2020-07-14,,,"272,337"
9245,STC,L4,Martes,2020-07-14,,,"33,633"
9246,STC,L5,Martes,2020-07-14,,,"122,019"
9247,STC,L6,Martes,2020-07-14,,,"59,855"
9248,STC,L7,Martes,2020-07-14,,,"124,158"
9249,STC,L8,Martes,2020-07-14,,,"180,523"
9250,STC,L9,Martes,2020-07-14,,,"173,420"
9251,STC,LA,Martes,2020-07-14,,,"174,136"
9252,STC,LB,Martes,2020-07-14,,,"195,178"
9253,STC,L12,Martes,2020-07-14,,,"171,320"
9254,STC,L1,Miércoles,2020-07-15,,,"334,548"
9255,STC,L2,Miércoles,2020-07-15,,,"305,040"
9256,STC,L3,Miércoles,2020-07-15,,,"287,090"
9257,STC,L4,Miércoles,2020-07-15,,,"37,482"
9258,STC,L5,Miércoles,2020-07-15,,,"123,466"
9259,STC,L6,Miércoles,2020-07-15,,,"63,410"
9260,STC,L7,Miércoles,2020-07-15,,,"125,138"
9261,STC,L8,Miércoles,2020-07-15,,,"197,045"
9262,STC,L9,Miércoles,2020-07-15,,,"173,131"
9263,STC,LA,Miércoles,2020-07-15,,,"175,285"
9264,STC,LB,Miércoles,2020-07-15,,,"209,405"
9265,STC,L12,Miércoles,2020-07-15,,,"176,813"
9266,STC,L1,Jueves,2020-07-16,,,"337,361"
9267,STC,L2,Jueves,2020-07-16,,,"303,487"
9268,STC,L3,Jueves,2020-07-16,,,"292,659"
9269,STC,L4,Jueves,2020-07-16,,,"30,966"
9270,STC,L5,Jueves,2020-07-16,,,"114,797"
9271,STC,L6,Jueves,2020-07-16,,,"59,781"
9272,STC,L7,Jueves,2020-07-16,,,"117,563"
9273,STC,L8,Jueves,2020-07-16,,,"193,339"
9274,STC,L9,Jueves,2020-07-16,,,"184,298"
9275,STC,LA,Jueves,2020-07-16,,,"176,731"
9276,STC,LB,Jueves,2020-07-16,,,"207,927"
9277,STC,L12,Jueves,2020-07-16,,,"184,380"
9278,STC,L1,Viernes,2020-07-17,,,"325,502"
9279,STC,L2,Viernes,2020-07-17,,,"329,209"
9280,STC,L3,Viernes,2020-07-17,,,"290,940"
9281,STC,L4,Viernes,2020-07-17,,,"29,311"
9282,STC,L5,Viernes,2020-07-17,,,"120,308"
9283,STC,L6,Viernes,2020-07-17,,,"59,840"
9284,STC,L7,Viernes,2020-07-17,,,"164,829"
9285,STC,L8,Viernes,2020-07-17,,,"193,861"
9286,STC,L9,Viernes,2020-07-17,,,"173,863"
9287,STC,LA,Viernes,2020-07-17,,,"186,417"
9288,STC,LB,Viernes,2020-07-17,,,"207,048"
9289,STC,L12,Viernes,2020-07-17,,,"185,258"
9290,STC,L1,Sábado,2020-07-18,,,"300,448"
9291,STC,L2,Sábado,2020-07-18,,,"292,658"
9292,STC,L3,Sábado,2020-07-18,,,"224,887"
9293,STC,L4,Sábado,2020-07-18,,,"37,744"
9294,STC,L5,Sábado,2020-07-18,,,"110,899"
9295,STC,L6,Sábado,2020-07-18,,,"48,800"
9296,STC,L7,Sábado,2020-07-18,,,"117,606"
9297,STC,L8,Sábado,2020-07-18,,,"165,982"
