id,organismo,linea_servicio,dia,fecha,afluencia_tarjeta,afluencia_boleto,afluencia_total_preliminar
427,Ecobici,N/A,Sábado,2021-05-01,,,"9,471"
428,Ecobici,N/A,Domingo,2021-05-02,,,"8,749"
429,Ecobici,N/A,Lunes,2021-05-03,,,"13,709"
430,Ecobici,N/A,Martes,2021-05-04,,,"14,415"
431,Ecobici,N/A,Miércoles,2021-05-05,,,"10,664"
432,Ecobici,N/A,Jueves,2021-05-06,,,"14,412"
433,Ecobici,N/A,Viernes,2021-05-07,,,"14,599"
434,Ecobici,N/A,Sábado,2021-05-08,,,"9,798"
435,Ecobici,N/A,Domingo,2021-05-09,,,"8,203"
436,Ecobici,N/A,Lunes,2021-05-10,,,"11,643"
437,Ecobici,N/A,Martes,2021-05-11,,,"13,127"
438,Ecobici,N/A,Miércoles,2021-05-12,,,"12,446"
439,Ecobici,N/A,Jueves,2021-05-13,,,"14,058"
440,Ecobici,N/A,Viernes,2021-05-14,,,"13,540"
441,Ecobici,N/A,Sábado,2021-05-15,,,"9,252"
442,Ecobici,N/A,Domingo,2021-05-16,,,"8,278"
443,Ecobici,N/A,Lunes,2021-05-17,,,"12,215"
444,Ecobici,N/A,Martes,2021-05-18,,,"13,050"
445,Ecobici,N/A,Miércoles,2021-05-19,,,"14,485"
446,Ecobici,N/A,Jueves,2021-05-20,,,"14,381"
447,Ecobici,N/A,Viernes,2021-05-21,,,"14,311"
448,Ecobici,N/A,Sábado,2021-05-22,,,"9,801"
449,Ecobici,N/A,Domingo,2021-05-23,,,"8,996"
450,Ecobici,N/A,Lunes,2021-05-24,,,"12,313"
451,Ecobici,N/A,Martes,2021-05-25,,,"13,629"
452,Ecobici,N/A,Miércoles,2021-05-26,,,"14,589"
453,Ecobici,N/A,Jueves,2021-05-27,,,"15,019"
454,Ecobici,N/A,Viernes,2021-05-28,,,"14,349"
455,Ecobici,N/A,Sábado,2021-05-29,,,"9,718"
456,Ecobici,N/A,Domingo,2021-05-30,,,"9,182"
457,Ecobici,N/A,Lunes,2021-05-31,,,"14,194"
458,Ecobici,N/A,Martes,2021-06-01,,,"14,852"
459,Ecobici,N/A,Miércoles,2021-06-02,,,"13,191"
460,Ecobici,N/A,Jueves,2021-06-03,,,"12,492"
461,Ecobici,N/A,Viernes,2021-06-04,,,"12,344"
462,Ecobici,N/A,Sábado,2021-06-05,,,"9,756"
463,Ecobici,N/A,Domingo,2021-06-06,,,"9,601"
464,Ecobici,N/A,Lunes,2021-06-07,,,"14,540"
465,Ecobici,N/A,Martes,2021-06-08,,,"14,573"
466,Ecobici,N/A,Miércoles,2021-06-09,,,"13,378"
467,Ecobici,N/A,Jueves,2021-06-10,,,"14,742"
468,Ecobici,N/A,Viernes,2021-06-11,,,"13,773"
469,Ecobici,N/A,Sábado,2021-06-12,,,"8,699"
470,Ecobici,N/A,Domingo,2021-06-13,,,"8,014"
471,Ecobici,N/A,Lunes,2021-06-14,,,"12,995"
472,Ecobici,N/A,Martes,2021-06-15,,,"15,525"
473,Ecobici,N/A,Miércoles,2021-06-16,,,"15,539"
474,Ecobici,N/A,Jueves,2021-06-17,,,"14,811"
475,Ecobici,N/A,Viernes,2021-06-18,,,"10,685"
476,Ecobici,N/A,Sábado,2021-06-19,,,"8,977"
477,Ecobici,N/A,Domingo,2021-06-20,,,"8,191"
478,Ecobici,N/A,Lunes,2021-06-21,,,"12,983"
479,Ecobici,N/A,Martes,2021-06-22,,,"12,725"
480,Ecobici,N/A,Miércoles,2021-06-23,,,"14,663"
481,Ecobici,N/A,Jueves,2021-06-24,,,"13,204"
482,Ecobici,N/A,Viernes,2021-06-25,,,"12,710"
483,Ecobici,N/A,Sábado,2021-06-26,,,"10,120"
484,Ecobici,N/A,Domingo,2021-06-27,,,"5,510"
485,Ecobici,N/A,Lunes,2021-06-28,,,"13,028"
486,Ecobici,N/A,Martes,2021-06-29,,,"12,499"
487,Ecobici,N/A,Miércoles,2021-06-30,,,"11,876"
488,Ecobici,N/A,Jueves,2021-07-01,,,"13,353"
489,Ecobici,N/A,Viernes,2021-07-02,,,
490,Metrobús,L1,Domingo,2020-03-01,,,"170,203"
491,Metrobús,L2,Domingo,2020-03-01,,,"84,605"
492,Metrobús,L3,Domingo,2020-03-01,,,"86,446"
493,Metrobús,L4,Domingo,2020-03-01,,,"28,566"
494,Metrobús,L5,Domingo,2020-03-01,,,"51,026"
495,Metrobús,L6,Domingo,2020-03-01,,,"100,651"
496,Metrobús,L7,Domingo,2020-03-01,,,"60,291"
497,Metrobús,L1,Lunes,2020-03-02,,,"504,513"
498,Metrobús,L2,Lunes,2020-03-02,,,"199,394"
499,Metrobús,L3,Lunes,2020-03-02,,,"177,840"
500,Metrobús,L4,Lunes,2020-03-02,,,"71,181"
501,Metrobús,L5,Lunes,2020-03-02,,,"98,477"
502,Metrobús,L6,Lunes,2020-03-02,,,"233,639"
503,Metrobús,L7,Lunes,2020-03-02,,,"101,067"
504,Metrobús,L1,Martes,2020-03-03,,,"517,633"
505,Metrobús,L2,Martes,2020-03-03,,,"204,404"
506,Metrobús,L3,Martes,2020-03-03,,,"182,519"
507,Metrobús,L4,Martes,2020-03-03,,,"73,324"
508,Metrobús,L5,Martes,2020-03-03,,,"98,071"
509,Metrobús,L6,Martes,2020-03-03,,,"250,489"
510,Metrobús,L7,Martes,2020-03-03,,,"117,591"
511,Metrobús,L1,Miércoles,2020-03-04,,,"518,016"
512,Metrobús,L2,Miércoles,2020-03-04,,,"204,902"
513,Metrobús,L3,Miércoles,2020-03-04,,,"185,555"
514,Metrobús,L4,Miércoles,2020-03-04,,,"70,763"
515,Metrobús,L5,Miércoles,2020-03-04,,,"98,813"
516,Metrobús,L6,Miércoles,2020-03-04,,,"222,017"
517,Metrobús,L7,Miércoles,2020-03-04,,,"131,641"
518,Metrobús,L1,Jueves,2020-03-05,,,"525,894"
519,Metrobús,L2,Jueves,2020-03-05,,,"204,989"
520,Metrobús,L3,Jueves,2020-03-05,,,"180,629"
521,Metrobús,L4,Jueves,2020-03-05,,,"68,947"
522,Metrobús,L5,Jueves,2020-03-05,,,"96,894"
523,Metrobús,L6,Jueves,2020-03-05,,,"217,272"
524,Metrobús,L7,Jueves,2020-03-05,,,"138,174"
525,Metrobús,L1,Viernes,2020-03-06,,,"545,082"
526,Metrobús,L2,Viernes,2020-03-06,,,"208,897"
527,Metrobús,L3,Viernes,2020-03-06,,,"190,327"
528,Metrobús,L4,Viernes,2020-03-06,,,"78,434"
529,Metrobús,L5,Viernes,2020-03-06,,,"101,855"
530,Metrobús,L6,Viernes,2020-03-06,,,"248,685"
531,Metrobús,L7,Viernes,2020-03-06,,,"142,348"
532,Metrobús,L1,Sábado,2020-03-07,,,"304,370"
533,Metrobús,L2,Sábado,2020-03-07,,,"132,564"
534,Metrobús,L3,Sábado,2020-03-07,,,"127,456"
535,Metrobús,L4,Sábado,2020-03-07,,,"71,098"
536,Metrobús,L5,Sábado,2020-03-07,,,"69,703"
537,Metrobús,L6,Sábado,2020-03-07,,,"136,782"
538,Metrobús,L7,Sábado,2020-03-07,,,"92,774"
539,Metrobús,L1,Domingo,2020-03-08,,,"172,053"
540,Metrobús,L2,Domingo,2020-03-08,,,"81,968"
541,Metrobús,L3,Domingo,2020-03-08,,,"76,179"
542,Metrobús,L4,Domingo,2020-03-08,,,"25,285"
543,Metrobús,L5,Domingo,2020-03-08,,,"50,892"
544,Metrobús,L6,Domingo,2020-03-08,,,"100,947"
545,Metrobús,L7,Domingo,2020-03-08,,,"55,112"
546,Metrobús,L1,Lunes,2020-03-09,,,"310,761"
547,Metrobús,L2,Lunes,2020-03-09,,,"137,225"
548,Metrobús,L3,Lunes,2020-03-09,,,"122,622"
549,Metrobús,L4,Lunes,2020-03-09,,,"46,823"
550,Metrobús,L5,Lunes,2020-03-09,,,"68,327"
551,Metrobús,L6,Lunes,2020-03-09,,,"148,182"
552,Metrobús,L7,Lunes,2020-03-09,,,"77,243"
553,Metrobús,L1,Martes,2020-03-10,,,"518,610"
554,Metrobús,L2,Martes,2020-03-10,,,"200,146"
555,Metrobús,L3,Martes,2020-03-10,,,"178,524"
556,Metrobús,L4,Martes,2020-03-10,,,"68,264"
557,Metrobús,L5,Martes,2020-03-10,,,"98,202"
558,Metrobús,L6,Martes,2020-03-10,,,"251,284"
559,Metrobús,L7,Martes,2020-03-10,,,"136,351"
560,Metrobús,L1,Miércoles,2020-03-11,,,"528,152"
561,Metrobús,L2,Miércoles,2020-03-11,,,"209,641"
562,Metrobús,L3,Miércoles,2020-03-11,,,"179,924"
563,Metrobús,L4,Miércoles,2020-03-11,,,"58,995"
564,Metrobús,L5,Miércoles,2020-03-11,,,"97,305"
565,Metrobús,L6,Miércoles,2020-03-11,,,"219,193"
566,Metrobús,L7,Miércoles,2020-03-11,,,"133,198"
567,Metrobús,L1,Jueves,2020-03-12,,,"523,382"
568,Metrobús,L2,Jueves,2020-03-12,,,"206,045"
569,Metrobús,L3,Jueves,2020-03-12,,,"185,561"
570,Metrobús,L4,Jueves,2020-03-12,,,"74,206"
571,Metrobús,L5,Jueves,2020-03-12,,,"97,154"
572,Metrobús,L6,Jueves,2020-03-12,,,"238,016"
573,Metrobús,L7,Jueves,2020-03-12,,,"113,949"
574,Metrobús,L1,Viernes,2020-03-13,,,"532,832"
575,Metrobús,L2,Viernes,2020-03-13,,,"208,258"
576,Metrobús,L3,Viernes,2020-03-13,,,"184,075"
577,Metrobús,L4,Viernes,2020-03-13,,,"77,929"
578,Metrobús,L5,Viernes,2020-03-13,,,"94,950"
579,Metrobús,L6,Viernes,2020-03-13,,,"237,384"
580,Metrobús,L7,Viernes,2020-03-13,,,"150,326"
581,Metrobús,L1,Sábado,2020-03-14,,,"287,853"
582,Metrobús,L2,Sábado,2020-03-14,,,"129,417"
583,Metrobús,L3,Sábado,2020-03-14,,,"119,378"
584,Metrobús,L4,Sábado,2020-03-14,,,"68,171"
585,Metrobús,L5,Sábado,2020-03-14,,,"73,092"
586,Metrobús,L6,Sábado,2020-03-14,,,"134,917"
587,Metrobús,L7,Sábado,2020-03-14,,,"92,391"
588,Metrobús,L1,Domingo,2020-03-15,,,"155,414"
589,Metrobús,L2,Domingo,2020-03-15,,,"78,765"
590,Metrobús,L3,Domingo,2020-03-15,,,"77,732"
591,Metrobús,L4,Domingo,2020-03-15,,,"28,253"
592,Metrobús,L5,Domingo,2020-03-15,,,"47,887"
593,Metrobús,L6,Domingo,2020-03-15,,,"89,264"
594,Metrobús,L7,Domingo,2020-03-15,,,"51,995"
595,Metrobús,L1,Lunes,2020-03-16,,,"157,486"
596,Metrobús,L2,Lunes,2020-03-16,,,"79,500"
597,Metrobús,L3,Lunes,2020-03-16,,,"77,688"
598,Metrobús,L4,Lunes,2020-03-16,,,"43,747"
599,Metrobús,L5,Lunes,2020-03-16,,,"49,566"
600,Metrobús,L6,Lunes,2020-03-16,,,"106,439"
601,Metrobús,L7,Lunes,2020-03-16,,,"44,737"
602,Metrobús,L1,Martes,2020-03-17,,,"434,263"
603,Metrobús,L2,Martes,2020-03-17,,,"173,134"
604,Metrobús,L3,Martes,2020-03-17,,,"160,497"
605,Metrobús,L4,Martes,2020-03-17,,,"61,610"
606,Metrobús,L5,Martes,2020-03-17,,,"87,560"
607,Metrobús,L6,Martes,2020-03-17,,,"206,273"
608,Metrobús,L7,Martes,2020-03-17,,,"121,968"
609,Metrobús,L1,Miércoles,2020-03-18,,,"386,420"
610,Metrobús,L2,Miércoles,2020-03-18,,,"154,367"
611,Metrobús,L3,Miércoles,2020-03-18,,,"145,762"
612,Metrobús,L4,Miércoles,2020-03-18,,,"47,919"
613,Metrobús,L5,Miércoles,2020-03-18,,,"83,371"
614,Metrobús,L6,Miércoles,2020-03-18,,,"185,764"
615,Metrobús,L7,Miércoles,2020-03-18,,,"110,767"
616,Metrobús,L1,Jueves,2020-03-19,,,"362,378"
617,Metrobús,L2,Jueves,2020-03-19,,,"144,814"
618,Metrobús,L3,Jueves,2020-03-19,,,"139,358"
619,Metrobús,L4,Jueves,2020-03-19,,,"44,444"
620,Metrobús,L5,Jueves,2020-03-19,,,"75,092"
621,Metrobús,L6,Jueves,2020-03-19,,,"174,964"
622,Metrobús,L7,Jueves,2020-03-19,,,"102,714"
623,Metrobús,L1,Viernes,2020-03-20,,,"345,612"
624,Metrobús,L2,Viernes,2020-03-20,,,"145,625"
625,Metrobús,L3,Viernes,2020-03-20,,,"130,031"
626,Metrobús,L4,Viernes,2020-03-20,,,"46,182"
627,Metrobús,L5,Viernes,2020-03-20,,,"78,613"
628,Metrobús,L6,Viernes,2020-03-20,,,"170,456"
629,Metrobús,L7,Viernes,2020-03-20,,,"99,849"
630,Metrobús,L1,Sábado,2020-03-21,,,"177,057"
631,Metrobús,L2,Sábado,2020-03-21,,,"84,952"
632,Metrobús,L3,Sábado,2020-03-21,,,"86,585"
633,Metrobús,L4,Sábado,2020-03-21,,,"38,919"
634,Metrobús,L5,Sábado,2020-03-21,,,"51,998"
635,Metrobús,L6,Sábado,2020-03-21,,,"99,821"
636,Metrobús,L7,Sábado,2020-03-21,,,"54,192"
637,Metrobús,L1,Domingo,2020-03-22,,,"113,599"
638,Metrobús,L2,Domingo,2020-03-22,,,"62,499"
639,Metrobús,L3,Domingo,2020-03-22,,,"56,684"
640,Metrobús,L4,Domingo,2020-03-22,,,"20,383"
641,Metrobús,L5,Domingo,2020-03-22,,,"43,325"
642,Metrobús,L6,Domingo,2020-03-22,,,"75,283"
643,Metrobús,L7,Domingo,2020-03-22,,,"32,590"
644,Metrobús,L1,Lunes,2020-03-23,,,"270,021"
645,Metrobús,L2,Lunes,2020-03-23,,,"104,509"
646,Metrobús,L3,Lunes,2020-03-23,,,"105,727"
647,Metrobús,L4,Lunes,2020-03-23,,,"39,998"
648,Metrobús,L5,Lunes,2020-03-23,,,"59,705"
649,Metrobús,L6,Lunes,2020-03-23,,,"123,799"
650,Metrobús,L7,Lunes,2020-03-23,,,"71,507"
651,Metrobús,L1,Martes,2020-03-24,,,"211,352"
652,Metrobús,L2,Martes,2020-03-24,,,"102,658"
653,Metrobús,L3,Martes,2020-03-24,,,"87,986"
654,Metrobús,L4,Martes,2020-03-24,,,"35,878"
655,Metrobús,L5,Martes,2020-03-24,,,"52,841"
656,Metrobús,L6,Martes,2020-03-24,,,"117,495"
657,Metrobús,L7,Martes,2020-03-24,,,"64,741"
658,Metrobús,L1,Miércoles,2020-03-25,,,"227,239"
659,Metrobús,L2,Miércoles,2020-03-25,,,"92,833"
660,Metrobús,L3,Miércoles,2020-03-25,,,"89,444"
661,Metrobús,L4,Miércoles,2020-03-25,,,"30,831"
662,Metrobús,L5,Miércoles,2020-03-25,,,"53,002"
663,Metrobús,L6,Miércoles,2020-03-25,,,"96,602"
664,Metrobús,L7,Miércoles,2020-03-25,,,"66,577"
665,Metrobús,L1,Jueves,2020-03-26,,,"191,084"
666,Metrobús,L2,Jueves,2020-03-26,,,"88,635"
667,Metrobús,L3,Jueves,2020-03-26,,,"83,400"
668,Metrobús,L4,Jueves,2020-03-26,,,"33,560"
669,Metrobús,L5,Jueves,2020-03-26,,,"51,654"
670,Metrobús,L6,Jueves,2020-03-26,,,"109,297"
671,Metrobús,L7,Jueves,2020-03-26,,,"59,893"
672,Metrobús,L1,Viernes,2020-03-27,,,"204,758"
673,Metrobús,L2,Viernes,2020-03-27,,,"92,094"
674,Metrobús,L3,Viernes,2020-03-27,,,"87,774"
675,Metrobús,L4,Viernes,2020-03-27,,,"35,067"
676,Metrobús,L5,Viernes,2020-03-27,,,"48,871"
677,Metrobús,L6,Viernes,2020-03-27,,,"102,678"
678,Metrobús,L7,Viernes,2020-03-27,,,"66,819"
679,Metrobús,L1,Sábado,2020-03-28,,,"115,992"
680,Metrobús,L2,Sábado,2020-03-28,,,"60,591"
681,Metrobús,L3,Sábado,2020-03-28,,,"58,974"
682,Metrobús,L4,Sábado,2020-03-28,,,"28,067"
683,Metrobús,L5,Sábado,2020-03-28,,,"43,075"
684,Metrobús,L6,Sábado,2020-03-28,,,"71,290"
685,Metrobús,L7,Sábado,2020-03-28,,,"55,711"
686,Metrobús,L1,Domingo,2020-03-29,,,"85,928"
687,Metrobús,L2,Domingo,2020-03-29,,,"42,555"
688,Metrobús,L3,Domingo,2020-03-29,,,"42,780"
689,Metrobús,L4,Domingo,2020-03-29,,,"13,939"
690,Metrobús,L5,Domingo,2020-03-29,,,"31,359"
691,Metrobús,L6,Domingo,2020-03-29,,,"51,554"
692,Metrobús,L7,Domingo,2020-03-29,,,"17,870"
693,Metrobús,L1,Lunes,2020-03-30,,,"181,813"
694,Metrobús,L2,Lunes,2020-03-30,,,"86,407"
695,Metrobús,L3,Lunes,2020-03-30,,,"76,671"
696,Metrobús,L4,Lunes,2020-03-30,,,"26,713"
697,Metrobús,L5,Lunes,2020-03-30,,,"47,614"
698,Metrobús,L6,Lunes,2020-03-30,,,"101,067"
699,Metrobús,L7,Lunes,2020-03-30,,,"55,011"
700,Metrobús,L1,Martes,2020-03-31,,,"184,118"
701,Metrobús,L2,Martes,2020-03-31,,,"78,749"
702,Metrobús,L3,Martes,2020-03-31,,,"77,238"
703,Metrobús,L4,Martes,2020-03-31,,,"27,307"
704,Metrobús,L5,Martes,2020-03-31,,,"46,525"
705,Metrobús,L6,Martes,2020-03-31,,,"93,795"
706,Metrobús,L7,Martes,2020-03-31,,,"50,351"
707,Metrobús,L1,Míercoles,2020-04-01,,,"159,078"
708,Metrobús,L2,Míercoles,2020-04-01,,,"77,586"
709,Metrobús,L3,Míercoles,2020-04-01,,,"74,755"
710,Metrobús,L4,Míercoles,2020-04-01,,,"26,724"
711,Metrobús,L5,Míercoles,2020-04-01,,,"46,544"
712,Metrobús,L6,Míercoles,2020-04-01,,,"90,598"
713,Metrobús,L7,Míercoles,2020-04-01,,,"46,671"
714,Metrobús,L1,Jueves,2020-04-02,,,"151,359"
715,Metrobús,L2,Jueves,2020-04-02,,,"69,210"
716,Metrobús,L3,Jueves,2020-04-02,,,"67,239"
717,Metrobús,L4,Jueves,2020-04-02,,,"23,449"
718,Metrobús,L5,Jueves,2020-04-02,,,"43,314"
719,Metrobús,L6,Jueves,2020-04-02,,,"81,588"
720,Metrobús,L7,Jueves,2020-04-02,,,"43,504"
721,Metrobús,L1,Viernes,2020-04-03,,,"140,623"
722,Metrobús,L2,Viernes,2020-04-03,,,"71,727"
723,Metrobús,L3,Viernes,2020-04-03,,,"66,360"
724,Metrobús,L4,Viernes,2020-04-03,,,"26,048"
725,Metrobús,L5,Viernes,2020-04-03,,,"39,205"
726,Metrobús,L6,Viernes,2020-04-03,,,"82,097"
727,Metrobús,L7,Viernes,2020-04-03,,,"48,884"
728,Metrobús,L1,Sábado,2020-04-04,,,"87,929"
729,Metrobús,L2,Sábado,2020-04-04,,,"49,241"
730,Metrobús,L3,Sábado,2020-04-04,,,"45,415"
731,Metrobús,L4,Sábado,2020-04-04,,,"20,748"
732,Metrobús,L5,Sábado,2020-04-04,,,"33,964"
733,Metrobús,L6,Sábado,2020-04-04,,,"56,444"
734,Metrobús,L7,Sábado,2020-04-04,,,"27,955"
735,Metrobús,L1,Domingo,2020-04-05,,,"64,596"
736,Metrobús,L2,Domingo,2020-04-05,,,"36,695"
737,Metrobús,L3,Domingo,2020-04-05,,,"30,458"
738,Metrobús,L4,Domingo,2020-04-05,,,"7,991"
739,Metrobús,L5,Domingo,2020-04-05,,,"27,000"
740,Metrobús,L6,Domingo,2020-04-05,,,"44,076"
741,Metrobús,L7,Domingo,2020-04-05,,,"17,117"
742,Metrobús,L1,Lunes,2020-04-06,,,"131,543"
743,Metrobús,L2,Lunes,2020-04-06,,,"63,783"
744,Metrobús,L3,Lunes,2020-04-06,,,"50,587"
745,Metrobús,L4,Lunes,2020-04-06,,,"17,434"
746,Metrobús,L5,Lunes,2020-04-06,,,"35,477"
747,Metrobús,L6,Lunes,2020-04-06,,,"72,664"
748,Metrobús,L7,Lunes,2020-04-06,,,"35,218"
749,Metrobús,L1,Martes,2020-04-07,,,"123,043"
750,Metrobús,L2,Martes,2020-04-07,,,"65,810"
751,Metrobús,L3,Martes,2020-04-07,,,"56,170"
752,Metrobús,L4,Martes,2020-04-07,,,"16,472"
753,Metrobús,L5,Martes,2020-04-07,,,"35,183"
754,Metrobús,L6,Martes,2020-04-07,,,"69,446"
755,Metrobús,L7,Martes,2020-04-07,,,"33,572"
756,Metrobús,L1,Míercoles,2020-04-08,,,"127,036"
757,Metrobús,L2,Míercoles,2020-04-08,,,"60,433"
758,Metrobús,L3,Míercoles,2020-04-08,,,"55,221"
759,Metrobús,L4,Míercoles,2020-04-08,,,"16,909"
760,Metrobús,L5,Míercoles,2020-04-08,,,"36,195"
761,Metrobús,L6,Míercoles,2020-04-08,,,"69,407"
762,Metrobús,L7,Míercoles,2020-04-08,,,"31,309"
763,Metrobús,L1,Jueves,2020-04-09,,,"85,886"
764,Metrobús,L2,Jueves,2020-04-09,,,"46,861"
765,Metrobús,L3,Jueves,2020-04-09,,,"36,368"
766,Metrobús,L4,Jueves,2020-04-09,,,"12,565"
767,Metrobús,L5,Jueves,2020-04-09,,,"27,059"
768,Metrobús,L6,Jueves,2020-04-09,,,"49,548"
769,Metrobús,L7,Jueves,2020-04-09,,,"23,149"
770,Metrobús,L1,Viernes,2020-04-10,,,"65,239"
771,Metrobús,L2,Viernes,2020-04-10,,,"35,551"
772,Metrobús,L3,Viernes,2020-04-10,,,"27,611"
773,Metrobús,L4,Viernes,2020-04-10,,,"9,424"
774,Metrobús,L5,Viernes,2020-04-10,,,"22,698"
775,Metrobús,L6,Viernes,2020-04-10,,,"37,259"
776,Metrobús,L7,Viernes,2020-04-10,,,"17,762"
777,Metrobús,L1,Sábado,2020-04-11,,,"60,077"
778,Metrobús,L2,Sábado,2020-04-11,,,"36,071"
779,Metrobús,L3,Sábado,2020-04-11,,,"30,051"
780,Metrobús,L4,Sábado,2020-04-11,,,"10,974"
781,Metrobús,L5,Sábado,2020-04-11,,,"24,715"
782,Metrobús,L6,Sábado,2020-04-11,,,"38,132"
783,Metrobús,L7,Sábado,2020-04-11,,,"19,309"
784,Metrobús,L1,Domingo,2020-04-12,,,"54,512"
785,Metrobús,L2,Domingo,2020-04-12,,,"28,919"
786,Metrobús,L3,Domingo,2020-04-12,,,"25,573"
787,Metrobús,L4,Domingo,2020-04-12,,,"7,666"
788,Metrobús,L5,Domingo,2020-04-12,,,"22,246"
789,Metrobús,L6,Domingo,2020-04-12,,,"35,836"
790,Metrobús,L7,Domingo,2020-04-12,,,"13,033"
791,Metrobús,L1,Lunes,2020-04-13,,,"124,893"
792,Metrobús,L2,Lunes,2020-04-13,,,"66,988"
793,Metrobús,L3,Lunes,2020-04-13,,,"65,904"
794,Metrobús,L4,Lunes,2020-04-13,,,"16,358"
795,Metrobús,L5,Lunes,2020-04-13,,,"36,108"
796,Metrobús,L6,Lunes,2020-04-13,,,"71,098"
797,Metrobús,L7,Lunes,2020-04-13,,,"41,072"
798,Metrobús,L1,Martes,2020-04-14,,,"125,820"
799,Metrobús,L2,Martes,2020-04-14,,,"62,770"
800,Metrobús,L3,Martes,2020-04-14,,,"54,684"
801,Metrobús,L4,Martes,2020-04-14,,,"15,770"
802,Metrobús,L5,Martes,2020-04-14,,,"36,159"
803,Metrobús,L6,Martes,2020-04-14,,,"69,986"
804,Metrobús,L7,Martes,2020-04-14,,,"34,208"
805,Metrobús,L1,Míercoles,2020-04-15,,,"130,502"
806,Metrobús,L2,Míercoles,2020-04-15,,,"65,886"
807,Metrobús,L3,Míercoles,2020-04-15,,,"57,146"
808,Metrobús,L4,Míercoles,2020-04-15,,,"17,161"
809,Metrobús,L5,Míercoles,2020-04-15,,,"35,610"
810,Metrobús,L6,Míercoles,2020-04-15,,,"71,297"
811,Metrobús,L7,Míercoles,2020-04-15,,,"35,509"
812,Metrobús,L1,Jueves,2020-04-16,,,"121,679"
813,Metrobús,L2,Jueves,2020-04-16,,,"61,835"
814,Metrobús,L3,Jueves,2020-04-16,,,"54,567"
815,Metrobús,L4,Jueves,2020-04-16,,,"17,299"
816,Metrobús,L5,Jueves,2020-04-16,,,"33,953"
817,Metrobús,L6,Jueves,2020-04-16,,,"66,241"
818,Metrobús,L7,Jueves,2020-04-16,,,"33,831"
819,Metrobús,L1,Viernes,2020-04-17,,,"129,907"
820,Metrobús,L2,Viernes,2020-04-17,,,"63,555"
821,Metrobús,L3,Viernes,2020-04-17,,,"55,142"
822,Metrobús,L4,Viernes,2020-04-17,,,"16,647"
823,Metrobús,L5,Viernes,2020-04-17,,,"36,024"
824,Metrobús,L6,Viernes,2020-04-17,,,"66,328"
825,Metrobús,L7,Viernes,2020-04-17,,,"34,155"
826,Metrobús,L1,Sábado,2020-04-18,,,"72,349"
827,Metrobús,L2,Sábado,2020-04-18,,,"44,801"
828,Metrobús,L3,Sábado,2020-04-18,,,"37,500"
829,Metrobús,L4,Sábado,2020-04-18,,,"11,647"
830,Metrobús,L5,Sábado,2020-04-18,,,"28,232"
831,Metrobús,L6,Sábado,2020-04-18,,,"48,796"
832,Metrobús,L7,Sábado,2020-04-18,,,"22,698"
833,Metrobús,L1,Domingo,2020-04-19,,,"48,002"
834,Metrobús,L2,Domingo,2020-04-19,,,"32,332"
835,Metrobús,L3,Domingo,2020-04-19,,,"25,517"
836,Metrobús,L4,Domingo,2020-04-19,,,"8,417"
837,Metrobús,L5,Domingo,2020-04-19,,,"24,534"
838,Metrobús,L6,Domingo,2020-04-19,,,"39,506"
839,Metrobús,L7,Domingo,2020-04-19,,,"15,249"
840,Metrobús,L1,Lunes,2020-04-20,,,"127,204"
841,Metrobús,L2,Lunes,2020-04-20,,,"61,381"
842,Metrobús,L3,Lunes,2020-04-20,,,"55,719"
843,Metrobús,L4,Lunes,2020-04-20,,,"16,851"
844,Metrobús,L5,Lunes,2020-04-20,,,"33,215"
845,Metrobús,L6,Lunes,2020-04-20,,,"66,599"
846,Metrobús,L7,Lunes,2020-04-20,,,"33,362"
847,Metrobús,L1,Martes,2020-04-21,,,"109,284"
848,Metrobús,L2,Martes,2020-04-21,,,"59,717"
849,Metrobús,L3,Martes,2020-04-21,,,"51,208"
850,Metrobús,L4,Martes,2020-04-21,,,"13,059"
851,Metrobús,L5,Martes,2020-04-21,,,"32,291"
852,Metrobús,L6,Martes,2020-04-21,,,"61,684"
853,Metrobús,L7,Martes,2020-04-21,,,"32,010"
854,Metrobús,L1,Míercoles,2020-04-22,,,"119,695"
855,Metrobús,L2,Míercoles,2020-04-22,,,"57,412"
856,Metrobús,L3,Míercoles,2020-04-22,,,"49,119"
857,Metrobús,L4,Míercoles,2020-04-22,,,"15,384"
858,Metrobús,L5,Míercoles,2020-04-22,,,"32,124"
859,Metrobús,L6,Míercoles,2020-04-22,,,"62,836"
860,Metrobús,L7,Míercoles,2020-04-22,,,"30,986"
861,Metrobús,L1,Jueves,2020-04-23,,,"101,483"
862,Metrobús,L2,Jueves,2020-04-23,,,"55,583"
863,Metrobús,L3,Jueves,2020-04-23,,,"46,589"
864,Metrobús,L4,Jueves,2020-04-23,,,"13,604"
865,Metrobús,L5,Jueves,2020-04-23,,,"27,785"
866,Metrobús,L6,Jueves,2020-04-23,,,"60,018"
867,Metrobús,L7,Jueves,2020-04-23,,,"29,794"
868,Metrobús,L1,Viernes,2020-04-24,,,"111,592"
869,Metrobús,L2,Viernes,2020-04-24,,,"55,109"
870,Metrobús,L3,Viernes,2020-04-24,,,"46,110"
871,Metrobús,L4,Viernes,2020-04-24,,,"14,724"
872,Metrobús,L5,Viernes,2020-04-24,,,"29,570"
873,Metrobús,L6,Viernes,2020-04-24,,,"59,220"
874,Metrobús,L7,Viernes,2020-04-24,,,"31,538"
